state,seat_number,district_name,district_abbr,incumbent_running,incumbent_elections_won,candidate_party,candidate_firstname,candidate_lastname,fec_candidate_id
Michigan,8,Michigan's 8th,MI-08,DEM,1,REP,Paul,Junge,H0MI08141
Michigan,9,Michigan's 9th,MI-09,DEM,1,DEM,Andy,Levin,H8MI09118
Michigan,9,Michigan's 9th,MI-09,DEM,1,REP,Charles,Langworthy,H0MI14230
Michigan,10,Michigan's 10th,MI-10,None,2,DEM,Kimberly,Bizon,H8MI10108
Michigan,10,Michigan's 10th,MI-10,None,2,REP,Lisa,McClain,H0MI10287
Michigan,11,Michigan's 11th,MI-11,DEM,1,DEM,Haley,Stevens,H8MI11254
Michigan,11,Michigan's 11th,MI-11,DEM,1,REP,Eric,Esshaki,H0MI11129
Michigan,12,Michigan's 12th,MI-12,DEM,3,DEM,Debbie,Dingell,H4MI12079
Michigan,12,Michigan's 12th,MI-12,DEM,3,REP,Jeff,Jones,H6MI12264
Michigan,13,Michigan's 13th,MI-13,DEM,1,DEM,Rashida,Tlaib,H8MI13250
Michigan,13,Michigan's 13th,MI-13,DEM,1,REP,David,Dudenhoefer,H0MI13471
Michigan,14,Michigan's 14th,MI-14,DEM,3,DEM,Brenda,Lawrence,H2MI14111
Michigan,14,Michigan's 14th,MI-14,DEM,3,REP,Robert,Patrick,H0MI14255
Minnesota,1,Minnesota's 1st,MN-01,REP,1,DEM,Dan,Feehan,H8MN01279
Minnesota,1,Minnesota's 1st,MN-01,REP,1,REP,Jim,Hagedorn,H0MN01045
Minnesota,2,Minnesota's 2nd,MN-02,DEM,1,DEM,Angie,Craig,H6MN02131
Minnesota,2,Minnesota's 2nd,MN-02,DEM,1,REP,Tyler,Kistner,H0MN02134
Minnesota,3,Minnesota's 3rd,MN-03,DEM,1,DEM,Dean,Phillips,H8MN03143
Minnesota,3,Minnesota's 3rd,MN-03,DEM,1,REP,Kendall,Qualls,H0MN03124
Minnesota,4,Minnesota's 4th,MN-04,DEM,10,DEM,Betty,McCollum,H0MN04049
Minnesota,4,Minnesota's 4th,MN-04,DEM,10,REP,Sia,Lo,H0MN04197
Minnesota,5,Minnesota's 5th,MN-05,DEM,1,DEM,Ilhan,Omar,H8MN05239
Minnesota,5,Minnesota's 5th,MN-05,DEM,1,REP,Lacy,Johnson,H0MN05178
Minnesota,6,Minnesota's 6th,MN-06,REP,3,DEM,Ian,Todd,H8MN06096
Minnesota,6,Minnesota's 6th,MN-06,REP,3,REP,Tom,Emmer,H4MN06087
Minnesota,7,Minnesota's 7th,MN-07,DEM,15,DEM,Collin,Peterson,H2MN07014
Minnesota,7,Minnesota's 7th,MN-07,DEM,15,REP,Michelle,Fischbach,H0MN07091
Minnesota,8,Minnesota's 8th,MN-08,REP,1,DEM,Quinn,Nystrom,H0MN08156
Minnesota,8,Minnesota's 8th,MN-08,REP,1,REP,Pete,Stauber,H8MN08043
Mississippi,1,Mississippi's 1st,MS-01,REP,3,DEM,Antonia,Eliason,H0MS01118
Mississippi,1,Mississippi's 1st,MS-01,REP,3,REP,Trent,Kelly,H6MS01131
Mississippi,2,Mississippi's 2nd,MS-02,DEM,14,DEM,Bennie,Thompson,H4MS02068
Mississippi,2,Mississippi's 2nd,MS-02,DEM,14,REP,Brian,Flowers,H0MS02090
Mississippi,3,Mississippi's 3rd,MS-03,REP,1,DEM,Dot,Benford,H0MS03114
Mississippi,3,Mississippi's 3rd,MS-03,REP,1,REP,Michael,Guest,H8MS03125
Mississippi,4,Mississippi's 4th,MS-04,REP,5,DEM,None,,
Mississippi,4,Mississippi's 4th,MS-04,REP,5,REP,Steven,Palazzo,H0MS04120
Missouri,1,Missouri's 1st,MO-01,None,10,DEM,Cori,Bush,H8MO01143
Missouri,1,Missouri's 1st,MO-01,None,10,REP,Anthony,Rogers,
Missouri,2,Missouri's 2nd,MO-02,REP,4,DEM,Jill,Schupp,H0MO02254
Missouri,2,Missouri's 2nd,MO-02,REP,4,REP,Ann,Wagner,H2MO02102
Missouri,3,Missouri's 3rd,MO-03,REP,6,DEM,Megan,Rezabek,H0MO03203
Missouri,3,Missouri's 3rd,MO-03,REP,6,REP,Blaine,Luetkemeyer,H8MO09153
Missouri,4,Missouri's 4th,MO-04,REP,5,DEM,Lindsey,Simmons,H0MO04235
Missouri,4,Missouri's 4th,MO-04,REP,5,REP,Vicky,Hartzler,H0MO04086
Missouri,5,Missouri's 5th,MO-05,DEM,8,DEM,Emmanuel,Cleaver,H4MO05234
Missouri,5,Missouri's 5th,MO-05,DEM,8,REP,Ryan,Derks,H0MO05208
Missouri,6,Missouri's 6th,MO-06,REP,10,DEM,Gena,Ross,H8MO06092
Missouri,6,Missouri's 6th,MO-06,REP,10,REP,Sam,Graves,H0MO06073
Missouri,7,Missouri's 7th,MO-07,REP,5,DEM,Teresa,Montseny,
Missouri,7,Missouri's 7th,MO-07,REP,5,REP,Billy,Long,H0MO07113
Missouri,8,Missouri's 8th,MO-08,REP,4,DEM,Kathy,Ellis,H8MO08098
Missouri,8,Missouri's 8th,MO-08,REP,4,REP,Jason,Smith,H4MO08162
Montana,1,Montana's at-large,MT-AL,None,2,DEM,Kathleen,Williams,H8MT01232
Montana,1,Montana's at-large,MT-AL,None,2,REP,Matt,Rosendale,H4MT00050
Nebraska,1,Nebraska's 1st,NE-01,REP,8,DEM,Kate,Bolz,H0NE01120
Nebraska,1,Nebraska's 1st,NE-01,REP,8,REP,Jeff,Fortenberry,H4NE01064
Nebraska,2,Nebraska's 2nd,NE-02,REP,2,DEM,Kara,Eastman,H8NE02220
Nebraska,2,Nebraska's 2nd,NE-02,REP,2,REP,Don,Bacon,H6NE02125
Nebraska,3,Nebraska's 3rd,NE-03,REP,7,DEM,Mark,Elworth,
Nebraska,3,Nebraska's 3rd,NE-03,REP,7,REP,Adrian,Smith,H6NE03115
Nevada,1,Nevada's 1st,NV-01,DEM,4,DEM,Dina,Titus,H8NV03036
Nevada,1,Nevada's 1st,NV-01,DEM,4,REP,Joyce,Bentley,H0NV01219
Nevada,2,Nevada's 2nd,NV-02,REP,5,DEM,Patricia,Ackerman,H0NV02209
Nevada,2,Nevada's 2nd,NV-02,REP,5,REP,Mark,Amodei,H2NV02395
Nevada,3,Nevada's 3rd,NV-03,DEM,1,DEM,Susie,Lee,H6NV04020
Nevada,3,Nevada's 3rd,NV-03,DEM,1,REP,Dan,Rodimer,H0NV03132
Nevada,4,Nevada's 4th,NV-04,DEM,1,DEM,Steven,Horsford,H2NV04011
Nevada,4,Nevada's 4th,NV-04,DEM,1,REP,Jim,Marchant,H0NV04015
New Hampshire,1,New Hampshire's 1st,NH-01,DEM,1,DEM,Chris,Pappas,H8NH01210
New Hampshire,1,New Hampshire's 1st,NH-01,DEM,1,REP,Matt,Mowers,H0NH01282
New Hampshire,2,New Hampshire's 2nd,NH-02,DEM,4,DEM,Ann,Kuster,H0NH02181
New Hampshire,2,New Hampshire's 2nd,NH-02,DEM,4,REP,Steve,Negron,H8NH02275
New Jersey,1,New Jersey's 1st,NJ-01,DEM,1,DEM,Donald,Norcross,H4NJ01084
New Jersey,1,New Jersey's 1st,NJ-01,DEM,1,REP,Claire,Gustafson,H4NJ01118
New Jersey,2,New Jersey's 2nd,NJ-02,REP,1,DEM,Amy,Kennedy,H0NJ02171
New Jersey,2,New Jersey's 2nd,NJ-02,REP,1,REP,Jeff,Van Drew,H8NJ02166
New Jersey,3,New Jersey's 3rd,NJ-03,DEM,1,DEM,Andy,Kim,H8NJ03206
New Jersey,3,New Jersey's 3rd,NJ-03,DEM,1,REP,David,Richter,H0NJ02155
New Jersey,4,New Jersey's 4th,NJ-04,REP,20,DEM,Stephanie,Schmid,H0NJ04151
New Jersey,4,New Jersey's 4th,NJ-04,REP,20,REP,Chris,Smith,H8NJ04014
New Jersey,5,New Jersey's 5th,NJ-05,DEM,2,DEM,Josh,Gottheimer,H6NJ05171
New Jersey,5,New Jersey's 5th,NJ-05,DEM,2,REP,Frank,Pallotta,H0NJ05174
New Jersey,6,New Jersey's 6th,NJ-06,DEM,16,DEM,Frank,Pallone,H8NJ03073
New Jersey,6,New Jersey's 6th,NJ-06,DEM,16,REP,Christian,Onuoha,
New Jersey,7,New Jersey's 7th,NJ-07,DEM,1,DEM,Tom,Malinowski,H8NJ07223
New Jersey,7,New Jersey's 7th,NJ-07,DEM,1,REP,Thomas,Kean,H0NJ07261
New Jersey,8,New Jersey's 8th,NJ-08,DEM,7,DEM,Albio,Sires,H6NJ13191
New Jersey,8,New Jersey's 8th,NJ-08,DEM,7,REP,Jason,Mushnick,
New Jersey,9,New Jersey's 9th,NJ-09,DEM,12,DEM,Bill,Pascrell,H6NJ08118
New Jersey,9,New Jersey's 9th,NJ-09,DEM,12,REP,Billy,Prepeh,H0NJ09200
New Jersey,10,New Jersey's 10th,NJ-10,DEM,4,DEM,Donald,Payne,H2NJ10154
New Jersey,10,New Jersey's 10th,NJ-10,DEM,4,REP,Jennifer,Zinone,
New Jersey,11,New Jersey's 11th,NJ-11,DEM,1,DEM,Mikie,Sherrill,H8NJ11142
New Jersey,11,New Jersey's 11th,NJ-11,DEM,1,REP,Rosemary,Becchi,H0NJ07279
New Jersey,12,New Jersey's 12th,NJ-12,DEM,3,DEM,Bonnie,Watson Coleman,H4NJ12149
New Jersey,12,New Jersey's 12th,NJ-12,DEM,3,REP,Mark,Razzoli,H0NJ12204
New Mexico,1,New Mexico's 1st,NM-01,DEM,1,DEM,Deb,Haaland,H8NM01331
New Mexico,1,New Mexico's 1st,NM-01,DEM,1,REP,Michelle,Garcia Holmes,H0NM01189
New Mexico,2,New Mexico's 2nd,NM-02,DEM,1,DEM,Xochitl,Torres Small,H8NM02248
New Mexico,2,New Mexico's 2nd,NM-02,DEM,1,REP,Yvette,Herrell,H8NM02156
New Mexico,3,New Mexico's 3rd,NM-03,None,6,DEM,Teresa,Leger Fernandez,H0NM03102
New Mexico,3,New Mexico's 3rd,NM-03,None,6,REP,Alexis,Johnson,H0NM03201
New York,1,New York's 1st,NY-01,REP,3,DEM,Nancy,Goroff,H0NY01186
New York,1,New York's 1st,NY-01,REP,3,REP,Lee,Zeldin,H8NY01148
New York,2,New York's 2nd,NY-02,None,14,DEM,Jackie,Gordon,H0NY02192
New York,2,New York's 2nd,NY-02,None,14,REP,Andrew,Garbarino,H0NY02234
New York,3,New York's 3rd,NY-03,DEM,2,DEM,Tom,Suozzi,H6NY03247
New York,3,New York's 3rd,NY-03,DEM,2,REP,George,Santos,H0NY03083
New York,4,New York's 4th,NY-04,DEM,3,DEM,Kathleen,Rice,H4NY04075
New York,4,New York's 4th,NY-04,DEM,3,REP,Cindy,Grosz,H0NY04149
New York,5,New York's 5th,NY-05,DEM,11,DEM,Gregory,Meeks,H8NY06048
New York,5,New York's 5th,NY-05,DEM,11,REP,None,,
New York,6,New York's 6th,NY-06,DEM,4,DEM,Grace,Meng,H2NY06116
New York,6,New York's 6th,NY-06,DEM,4,REP,Tom,Zmich,H0NY06086
New York,7,New York's 7th,NY-07,DEM,14,DEM,Nydia,Velázquez,H2NY00010
New York,7,New York's 7th,NY-07,DEM,14,REP,Brian,Kelly,H0NY07084
New York,8,New York's 8th,NY-08,DEM,4,DEM,Hakeem,Jeffries,H2NY10092
New York,8,New York's 8th,NY-08,DEM,4,REP,Garfield,Wallace,
New York,9,New York's 9th,NY-09,DEM,7,DEM,Yvette,Clarke,H4NY11138
New York,9,New York's 9th,NY-09,DEM,7,REP,Constantin,Jean-Pierre,
New York,10,New York's 10th,NY-10,DEM,14,DEM,Jerry,Nadler,H2NY17071
New York,10,New York's 10th,NY-10,DEM,14,REP,Cathy,Bernstein,H0NY10112
New York,11,New York's 11th,NY-11,DEM,1,DEM,Max,Rose,H8NY11113
New York,11,New York's 11th,NY-11,DEM,1,REP,Nicole,Malliotakis,H0NY11078
New York,12,New York's 12th,NY-12,DEM,14,DEM,Carolyn,Maloney,H2NY14037
New York,12,New York's 12th,NY-12,DEM,14,REP,Carlos,Cano,
New York,13,New York's 13th,NY-13,DEM,2,DEM,Adriano,Espaillat,H2NY13096
New York,13,New York's 13th,NY-13,DEM,2,REP,Lovelynn,Gwinn,H0NY13165
New York,14,New York's 14th,NY-14,DEM,1,DEM,Alexandria,Ocasio-Cortez,H8NY15148
New York,14,New York's 14th,NY-14,DEM,1,REP,John,Cummings,H0NY14296
New York,15,New York's 15th,NY-15,None,15,DEM,Ritchie,Torres,H0NY15160
New York,15,New York's 15th,NY-15,None,15,REP,Orlando,Molina,
New York,16,New York's 16th,NY-16,None,16,DEM,Jamaal,Bowman,H0NY16143
New York,16,New York's 16th,NY-16,None,16,REP,None,,
New York,17,New York's 17th,NY-17,None,16,DEM,Mondaire,Jones,H0NY17174
New York,17,New York's 17th,NY-17,None,16,REP,Maureen,McArdle-Schulman,H0NY17315
New York,18,New York's 18th,NY-18,DEM,4,DEM,Sean Patrick,Maloney,H2NY22139
New York,18,New York's 18th,NY-18,DEM,4,REP,Chele,Farley,H0NY18172
New York,19,New York's 19th,NY-19,DEM,1,DEM,Antonio,Delgado,H8NY19181
New York,19,New York's 19th,NY-19,DEM,1,REP,Kyle,Van De Water,H0NY19204
New York,20,New York's 20th,NY-20,DEM,6,DEM,Paul,Tonko,H8NY21203
New York,20,New York's 20th,NY-20,DEM,6,REP,Elizabeth,Joy,H0NY20111
New York,21,New York's 21st,NY-21,REP,3,DEM,Tedra,Cobb,H8NY21245
New York,21,New York's 21st,NY-21,REP,3,REP,Elise,Stefanik,H4NY21079
New York,22,New York's 22nd,NY-22,DEM,1,DEM,Anthony,Brindisi,H8NY22151
New York,22,New York's 22nd,NY-22,DEM,1,REP,Claudia,Tenney,H4NY22051
New York,23,New York's 23rd,NY-23,REP,5,DEM,Tracy,Mitrano,H8NY23183
New York,23,New York's 23rd,NY-23,REP,5,REP,Tom,Reed,H0NY29054
New York,24,New York's 24th,NY-24,REP,3,DEM,Dana,Balter,H8NY24090
New York,24,New York's 24th,NY-24,REP,3,REP,John,Katko,H4NY24073
New York,25,New York's 25th,NY-25,DEM,1,DEM,Joseph,Morelle,H8NY25105
New York,25,New York's 25th,NY-25,DEM,1,REP,George,Mitris,H0NY25094
New York,26,New York's 26th,NY-26,DEM,8,DEM,Brian,Higgins,H4NY27076
New York,26,New York's 26th,NY-26,DEM,8,REP,Ricky,Donovan,
New York,27,New York's 27th,NY-27,REP,1,DEM,Nate,McMurray,H8NY27176
New York,27,New York's 27th,NY-27,REP,1,REP,Chris,Jacobs,H0NY27090
North Carolina,1,North Carolina's 1st,NC-01,DEM,8,DEM,G. K.,Butterfield,H4NC01046
North Carolina,1,North Carolina's 1st,NC-01,DEM,8,REP,Sandy,Smith,H0NC03149
North Carolina,2,North Carolina's 2nd,NC-02,None,4,DEM,Deborah,Ross,H0NC02125
North Carolina,2,North Carolina's 2nd,NC-02,None,4,REP,Alan,Swain,H0NC02158
North Carolina,3,North Carolina's 3rd,NC-03,REP,1,DEM,Darryl,Farrow,H0NC03248
North Carolina,3,North Carolina's 3rd,NC-03,REP,1,REP,Greg,Murphy,H0NC03172
North Carolina,4,North Carolina's 4th,NC-04,DEM,12,DEM,David,Price,H6NC04037
North Carolina,4,North Carolina's 4th,NC-04,DEM,12,REP,Robert,Thomas,H0NC04204
North Carolina,5,North Carolina's 5th,NC-05,REP,8,DEM,David Wilson,Brown,H8NC10097
North Carolina,5,North Carolina's 5th,NC-05,REP,8,REP,Virginia,Foxx,H4NC05146
North Carolina,6,North Carolina's 6th,NC-06,REP,3,DEM,Kathy,Manning,H8NC13067
North Carolina,6,North Carolina's 6th,NC-06,REP,3,REP,Lee,Haywood,H0NC06241
North Carolina,7,North Carolina's 7th,NC-07,REP,3,DEM,Christopher,Ward,
North Carolina,7,North Carolina's 7th,NC-07,REP,3,REP,David,Rouzer,H2NC07096
North Carolina,8,North Carolina's 8th,NC-08,REP,4,DEM,Patricia,Timmons-Goodson,H0NC08254
North Carolina,8,North Carolina's 8th,NC-08,REP,4,REP,Richard,Hudson,H2NC08185
North Carolina,9,North Carolina's 9th,NC-09,REP,1,DEM,Cynthia,Wallace,H0NC09286
North Carolina,9,North Carolina's 9th,NC-09,REP,1,REP,Dan,Bishop,H0NC09187
North Carolina,10,North Carolina's 10th,NC-10,REP,8,DEM,David,Parker,H0NC10193
North Carolina,10,North Carolina's 10th,NC-10,REP,8,REP,Patrick,McHenry,H4NC10047
North Carolina,11,North Carolina's 11th,NC-11,None,0,DEM,Morris,Davis,H0NC11175
North Carolina,11,North Carolina's 11th,NC-11,None,0,REP,Madison,Cawthorn,H0NC11233
North Carolina,12,North Carolina's 12th,NC-12,DEM,3,DEM,Alma,Adams,H4NC12100
North Carolina,12,North Carolina's 12th,NC-12,DEM,3,REP,None,,
North Carolina,13,North Carolina's 13th,NC-13,REP,2,DEM,Scott,Huffman,H8NC08109
North Carolina,13,North Carolina's 13th,NC-13,REP,2,REP,Ted,Budd,H6NC13129
North Dakota,1,North Dakota's at-large,ND-AL,REP,1,DEM,Zach,Raknerud,H0ND01042
North Dakota,1,North Dakota's at-large,ND-AL,REP,1,REP,Kelly,Armstrong,H8ND00096
Ohio,1,Ohio's 1st,OH-01,REP,5,DEM,Kate,Schroder,H0OH01099
Ohio,1,Ohio's 1st,OH-01,REP,5,REP,Steve,Chabot,H8OH01043
Ohio,2,Ohio's 2nd,OH-02,REP,4,DEM,Jaime,Castle,H0OH02139
Ohio,2,Ohio's 2nd,OH-02,REP,4,REP,Brad,Wenstrup,H2OH02085
Ohio,3,Ohio's 3rd,OH-03,DEM,4,DEM,Joyce,Beatty,H2OH03125
Ohio,3,Ohio's 3rd,OH-03,DEM,4,REP,Mark,Richardson,
Ohio,4,Ohio's 4th,OH-04,REP,7,DEM,Shannon,Freshour,H0OH04093
Ohio,4,Ohio's 4th,OH-04,REP,7,REP,Jim,Jordan,H6OH04082
Ohio,5,Ohio's 5th,OH-05,REP,6,DEM,Nick,Rubando,H0OH05074
Ohio,5,Ohio's 5th,OH-05,REP,6,REP,Bob,Latta,H8OH05036
Ohio,6,Ohio's 6th,OH-06,REP,5,DEM,Shawna,Roberts,H8OH06133
Ohio,6,Ohio's 6th,OH-06,REP,5,REP,Bill,Johnson,H0OH06189
Ohio,7,Ohio's 7th,OH-07,REP,5,DEM,Quentin,Potter,
Ohio,7,Ohio's 7th,OH-07,REP,5,REP,Bob,Gibbs,H0OH18077
Ohio,8,Ohio's 8th,OH-08,REP,3,DEM,Vanessa,Enoch,H8OH08097
Ohio,8,Ohio's 8th,OH-08,REP,3,REP,Warren,Davidson,H6OH08315
Ohio,9,Ohio's 9th,OH-09,DEM,19,DEM,Marcy,Kaptur,H2OH09031
Ohio,9,Ohio's 9th,OH-09,DEM,19,REP,Rob,Weber,H0OH09167
Ohio,10,Ohio's 10th,OH-10,REP,9,DEM,Desiree,Tims,H0OH10116
Ohio,10,Ohio's 10th,OH-10,REP,9,REP,Mike,Turner,H2OH03067
Ohio,11,Ohio's 11th,OH-11,DEM,7,DEM,Marcia,Fudge,H8OH11141
Ohio,11,Ohio's 11th,OH-11,DEM,7,REP,Laverne,Gore,H0OH11098
Ohio,12,Ohio's 12th,OH-12,REP,2,DEM,Alaina,Shearer,H0OH12179
Ohio,12,Ohio's 12th,OH-12,REP,2,REP,Troy,Balderson,H8OH12180
Ohio,13,Ohio's 13th,OH-13,DEM,9,DEM,Tim,Ryan,H2OH17109
Ohio,13,Ohio's 13th,OH-13,DEM,9,REP,Christina,Hagan,H8OH16108
Ohio,14,Ohio's 14th,OH-14,REP,4,DEM,Hillary,O'Connor Mueri,H0OH14084
Ohio,14,Ohio's 14th,OH-14,REP,4,REP,David,Joyce,H2OH14064
Ohio,15,Ohio's 15th,OH-15,REP,5,DEM,Joel,Newby,H0OH15149
Ohio,15,Ohio's 15th,OH-15,REP,5,REP,Steve,Stivers,H8OH15076
Ohio,16,Ohio's 16th,OH-16,REP,1,DEM,Aaron Paul,Godfrey,H8OH16090
Ohio,16,Ohio's 16th,OH-16,REP,1,REP,Anthony,Gonzalez,H8OH16124
Oklahoma,1,Oklahoma's 1st,OK-01,REP,1,DEM,Kojo,Asamoa-Caesar,H0OK01147
Oklahoma,1,Oklahoma's 1st,OK-01,REP,1,REP,Kevin,Hern,H8OK01157
Oklahoma,2,Oklahoma's 2nd,OK-02,REP,4,DEM,Danyell,Lanier,H0OK02210
Oklahoma,2,Oklahoma's 2nd,OK-02,REP,4,REP,Markwayne,Mullin,H2OK02083
Oklahoma,3,Oklahoma's 3rd,OK-03,REP,13,DEM,Zoe,Midyett,
Oklahoma,3,Oklahoma's 3rd,OK-03,REP,13,REP,Frank,Lucas,H4OK06056
Oklahoma,4,Oklahoma's 4th,OK-04,REP,9,DEM,Mary,Brannon,H8OK04094
Oklahoma,4,Oklahoma's 4th,OK-04,REP,9,REP,Tom,Cole,H2OK04055
Oklahoma,5,Oklahoma's 5th,OK-05,DEM,1,DEM,Kendra,Horn,H8OK05109
Oklahoma,5,Oklahoma's 5th,OK-05,DEM,1,REP,Stephanie,Bice,H0OK05205
Oregon,1,Oregon's 1st,OR-01,DEM,5,DEM,Suzanne,Bonamici,H2OR01133
Oregon,1,Oregon's 1st,OR-01,DEM,5,REP,Christopher,Christensen,
Oregon,2,Oregon's 2nd,OR-02,None,11,DEM,Alex,Spenser,H8OR02161
Oregon,2,Oregon's 2nd,OR-02,None,11,REP,Cliff,Bentz,H0OR02127
Oregon,3,Oregon's 3rd,OR-03,DEM,12,DEM,Earl,Blumenauer,H6OR03064
Oregon,3,Oregon's 3rd,OR-03,DEM,12,REP,Joanna,Harbour,H0OR03174
Oregon,4,Oregon's 4th,OR-04,DEM,17,DEM,Peter,DeFazio,H6OR04047
Oregon,4,Oregon's 4th,OR-04,DEM,17,REP,Alek,Skarlatos,H0OR04107
Oregon,5,Oregon's 5th,OR-05,DEM,6,DEM,Kurt,Schrader,H8OR05107
Oregon,5,Oregon's 5th,OR-05,DEM,6,REP,Amy Ryan,Courser,H0OR05104
Pennsylvania,1,Pennsylvania's 1st,PA-01,REP,2,DEM,Christina,Finello,H0PA01325
Pennsylvania,1,Pennsylvania's 1st,PA-01,REP,2,REP,Brian,Fitzpatrick,H6PA08277
Pennsylvania,2,Pennsylvania's 2nd,PA-02,DEM,3,DEM,Brendan,Boyle,H4PA13199
Pennsylvania,2,Pennsylvania's 2nd,PA-02,DEM,3,REP,David,Torres,
Pennsylvania,3,Pennsylvania's 3rd,PA-03,DEM,2,DEM,Dwight,Evans,H6PA02171
Pennsylvania,3,Pennsylvania's 3rd,PA-03,DEM,2,REP,Michael,Harvey,
Pennsylvania,4,Pennsylvania's 4th,PA-04,DEM,1,DEM,Madeleine,Dean,H8PA04116
Pennsylvania,4,Pennsylvania's 4th,PA-04,DEM,1,REP,Kathy,Barnette,H0PA04279
Pennsylvania,5,Pennsylvania's 5th,PA-05,DEM,1,DEM,Mary Gay,Scanlon,H8PA07200
Pennsylvania,5,Pennsylvania's 5th,PA-05,DEM,1,REP,Dasha,Pruett,H0PA05094
Pennsylvania,6,Pennsylvania's 6th,PA-06,DEM,1,DEM,Chrissy,Houlahan,H8PA06087
Pennsylvania,6,Pennsylvania's 6th,PA-06,DEM,1,REP,John,Emmons,H0PA06167
Pennsylvania,7,Pennsylvania's 7th,PA-07,DEM,1,DEM,Susan,Wild,H8PA15229
Pennsylvania,7,Pennsylvania's 7th,PA-07,DEM,1,REP,Lisa,Scheller,H0PA07132
Pennsylvania,8,Pennsylvania's 8th,PA-08,DEM,4,DEM,Matt,Cartwright,H2PA17079
Pennsylvania,8,Pennsylvania's 8th,PA-08,DEM,4,REP,Jim,Bognet,H0PA08221
Pennsylvania,9,Pennsylvania's 9th,PA-09,REP,1,DEM,Laura,Quick,H8PA09081
Pennsylvania,9,Pennsylvania's 9th,PA-09,REP,1,REP,Dan,Meuser,H8PA10147
Pennsylvania,10,Pennsylvania's 10th,PA-10,REP,4,DEM,Eugene,DePasquale,H0PA10110
Pennsylvania,10,Pennsylvania's 10th,PA-10,REP,4,REP,Scott,Perry,H2PA04135
Pennsylvania,11,Pennsylvania's 11th,PA-11,REP,2,DEM,Sarah,Hammond,H0PA11183
Pennsylvania,11,Pennsylvania's 11th,PA-11,REP,2,REP,Lloyd,Smucker,H6PA16320
Pennsylvania,12,Pennsylvania's 12th,PA-12,REP,1,DEM,Lee,Griffin,H0PA12199
Pennsylvania,12,Pennsylvania's 12th,PA-12,REP,1,REP,Fred,Keller,H0PA12181
Pennsylvania,13,Pennsylvania's 13th,PA-13,REP,1,DEM,Todd,Rowley,H0PA13114
Pennsylvania,13,Pennsylvania's 13th,PA-13,REP,1,REP,John,Joyce,H8PA13125
Pennsylvania,14,Pennsylvania's 14th,PA-14,REP,1,DEM,Bill,Marx,H0PA14138
Pennsylvania,14,Pennsylvania's 14th,PA-14,REP,1,REP,Guy,Reschenthaler,H8PA18199
Pennsylvania,15,Pennsylvania's 15th,PA-15,REP,6,DEM,Robert,Williams,
Pennsylvania,15,Pennsylvania's 15th,PA-15,REP,6,REP,Glenn,Thompson,H8PA05071
Pennsylvania,16,Pennsylvania's 16th,PA-16,REP,5,DEM,Kristy,Gnibus,H0PA16034
Pennsylvania,16,Pennsylvania's 16th,PA-16,REP,5,REP,Mike,Kelly,H0PA03271
Pennsylvania,17,Pennsylvania's 17th,PA-17,DEM,2,DEM,Conor,Lamb,H8PA18181
Pennsylvania,17,Pennsylvania's 17th,PA-17,DEM,2,REP,Sean,Parnell,H0PA17115
Pennsylvania,18,Pennsylvania's 18th,PA-18,DEM,13,DEM,Mike,Doyle,H4PA18131
Pennsylvania,18,Pennsylvania's 18th,PA-18,DEM,13,REP,Luke,Negron,H0PA18113
Rhode Island,1,Rhode Island's 1st,RI-01,DEM,5,DEM,David,Cicilline,H0RI01073
Rhode Island,1,Rhode Island's 1st,RI-01,DEM,5,REP,Fred,Wysocki,H8RI01092
Rhode Island,2,Rhode Island's 2nd,RI-02,DEM,10,DEM,Jim,Langevin,H0RI02139
Rhode Island,2,Rhode Island's 2nd,RI-02,DEM,10,REP,Robert,Lancia,H0RI02287
South Carolina,1,South Carolina's 1st,SC-01,DEM,1,DEM,Joe,Cunningham,H8SC01116
South Carolina,1,South Carolina's 1st,SC-01,DEM,1,REP,Nancy,Mace,H0SC01394
South Carolina,2,South Carolina's 2nd,SC-02,REP,10,DEM,Adair Ford,Boroughs,H0SC02061
South Carolina,2,South Carolina's 2nd,SC-02,REP,10,REP,Joe,Wilson,H2SC02059
South Carolina,3,South Carolina's 3rd,SC-03,REP,5,DEM,Hosea,Cleveland,H4SC03111
South Carolina,3,South Carolina's 3rd,SC-03,REP,5,REP,Jeff,Duncan,H0SC03077
South Carolina,4,South Carolina's 4th,SC-04,REP,1,DEM,Kim,Nelson,H0SC04281
South Carolina,4,South Carolina's 4th,SC-04,REP,1,REP,William,Timmons,H8SC04250
South Carolina,5,South Carolina's 5th,SC-05,REP,2,DEM,Moe,Brown,H0SC05056
South Carolina,5,South Carolina's 5th,SC-05,REP,2,REP,Ralph,Norman,H8SC05158
South Carolina,6,South Carolina's 6th,SC-06,DEM,14,DEM,Jim,Clyburn,H2SC02042
South Carolina,6,South Carolina's 6th,SC-06,DEM,14,REP,John,McCollum,
South Carolina,7,South Carolina's 7th,SC-07,REP,4,DEM,Melissa,Watson,H0SC07029
South Carolina,7,South Carolina's 7th,SC-07,REP,4,REP,Tom,Rice,H2SC07066
South Dakota,1,South Dakota's at-large,SD-AL,REP,1,DEM,None,,
South Dakota,1,South Dakota's at-large,SD-AL,REP,1,REP,Dusty,Johnson,H8SD01055
Tennessee,1,Tennessee's 1st,TN-01,None,6,DEM,Blair,Walsingham,H0TN01092
